"se_MLE_beta1" "se_MLE_beta2" "se_MLE_gama1" "se_MLE_lambda1"
0.0810585237688976 0.122534351969654 0.0773961254690557 0.268517382638429
0.0755230169413723 0.113257290909538 0.0812585208504012 0.305217043862706
0.0873758575958039 0.130366071580631 0.0783135809427564 0.270950960612402
0.0774622783139212 0.117251345762955 0.0848460238904502 0.322552825401754
0.0757386820902596 0.113439429785941 0.0745080998285773 0.282542141451299
0.0818603538383201 0.123078401751662 0.0765676695151052 0.26115617443363
0.0824891900060774 0.121555631377995 0.0783533013053339 0.364401142118
0.0803635081383528 0.123930495313077 0.0791683543740527 0.269271613074258
0.0794386299365533 0.12095543309576 0.0819437032195427 0.309993211915654
0.0818001266677901 0.120009750171635 0.0807950382697416 0.348927674604251
0.0706473906638039 0.105196517113967 0.0766897625238863 0.355555480739772
0.0813001178389295 0.122059423703263 0.0832269804593367 0.310908273810499
0.0843057959706698 0.125785182334552 0.0786046831189033 0.274071077916163
0.0807496994704911 0.12053429772022 0.0750460512297168 0.273886758428299
0.0738041768625831 0.112299651701349 0.0804291029018415 0.331093154916734
0.0798151126768016 0.119660103557834 0.0865646894597426 0.36395754417347
0.0708976429564902 0.10679415559698 0.0791047187648056 0.294425783998147
0.0762027395913729 0.111823086677736 0.0774637649322662 0.313280459480663
0.0856440568566587 0.128782535445189 0.0756736994385344 0.24847676980549
0.0781603976337924 0.11824193437178 0.0829476235319572 0.300632699486852
0.0763239983481626 0.114203343085577 0.0784277176613213 0.306644889304379
0.0744586077598005 0.109203197812897 0.075355805042816 0.353086514197474
0.0795442740614164 0.11614773667592 0.0816033734523636 0.356899995247158
0.0796632014982532 0.117903769955999 0.0882045531245013 0.364058758249332
0.0908061544616786 0.133107176115485 0.072933311767275 0.237247004953326
0.0750752203220094 0.111487802583383 0.0765882958998594 0.292899354805121
0.0808068001418896 0.1197009124158 0.0760069229353523 0.275484221270277
0.0765311203495358 0.116336004982861 0.0846161759642698 0.338786447562152
0.0843775034724878 0.124530822469967 0.0824199358184294 0.315553622857219
0.0812493521470004 0.12087862504849 0.0830717257427259 0.296995195061139
0.0718218434560287 0.107816561068668 0.0848159703754739 0.361836392001264
0.0810843818270345 0.118654435162238 0.0796102646752307 0.336761300383411
0.0749635921292224 0.113725166889828 0.0804347508715429 0.279248364155655
0.0670037797235117 0.103044042345187 0.0776319208690523 0.278502317027936
0.0742523395346295 0.109548022554117 0.0864749540001222 0.376084008598492
0.0693158956086142 0.0999593622635902 0.07678639932943 0.407256288769348
0.076579214885296 0.115833036815527 0.0787848220432667 0.306002070638504
0.081944033146899 0.124037297686476 0.0783263119179178 0.257308922198664
0.0733951407539988 0.111822703039092 0.0755015057805657 0.272917585096649
0.0818776217396662 0.121381999106177 0.0799721718894059 0.30635804838228
0.080649328198045 0.121894092298382 0.0778580341228779 0.257103389383485
0.0809123804867061 0.123064403316157 0.0772746343159253 0.245651502815257
0.0753156978768822 0.111588319706602 0.0828182560303815 0.409007569596077
0.0752946401090026 0.112275645158384 0.0855126056958857 0.386161326020019
0.0843538103377018 0.124803692817133 0.0766294559408532 0.289946721497107
0.0752313923134847 0.109316874709211 0.0803901518660017 0.427245039984764
0.0833377658929842 0.126427642409867 0.0789080872450984 0.253406228735655
0.0773831667666906 0.120737873334199 0.0820220132194954 0.296784610280961
0.0771070679681669 0.116400213450059 0.07792147644183 0.286298993061981
0.0742339559447841 0.113288634182922 0.0773335198522873 0.283632902031956
0.0807165820861752 0.119757967006773 0.0739553652267768 0.262554874358964
0.085130290385064 0.125953378122366 0.0758603205643405 0.272179771737577
0.0753117065473532 0.117133260309277 0.0765769846655493 0.251259528321824
0.0752081507049889 0.112068025898014 0.077893939439099 0.313990163424035
0.0774238853642552 0.114190224351193 0.081770450155362 0.375669010937889
0.0860721569460405 0.125185990809942 0.0757259906562076 0.330758685265085
0.0792844336826211 0.116366924187179 0.080747308030264 0.303553626536334
0.0869050851196811 0.129078702752859 0.0739147137856909 0.248824605011356
0.0808015854133637 0.123374716267879 0.0810968427998666 0.316742911735455
0.0806770071338292 0.122022260526917 0.0802645667920943 0.290755597869863
0.0772305000986862 0.111352682358649 0.0751436265180245 0.40696869604376
0.0707624838719252 0.107130854797378 0.0801354922881231 0.40400410690282
0.0759871731525102 0.116317746904938 0.078778498947867 0.278013377332411
0.0763715835275484 0.116941766199443 0.0804858765614929 0.285664255758849
0.0738821713547542 0.109356396781522 0.0747377107742321 0.330382936792827
0.0771900265803835 0.115464841784764 0.0739065353306087 0.27361418227907
0.0750745266301767 0.112373314288186 0.0806191536683749 0.305894540390544
0.0725460547817369 0.108366876937101 0.0793271046156747 0.328482028535985
0.0786360261699423 0.115120864401748 0.0798045834213006 0.34870238480205
0.0730445762456387 0.11063668567615 0.0825698646389597 0.32908520189698
0.0700574043700108 0.112408581704049 0.0766605774010212 0.259608851539474
0.0786041552658478 0.114924000154598 0.0811566404466091 0.381802424545529
0.0751743575081913 0.113768838655847 0.0815402980770085 0.332895097103885
0.0757342177596797 0.116365675540749 0.0791127189398324 0.275313321911872
0.0678347530150938 0.105707336209154 0.0820854881124866 0.329725893892281
0.0756542414332605 0.112936214192143 0.0772614614992462 0.324450714382484
0.0754855034212772 0.116552938956022 0.0792217926608173 0.290786971271171
0.0834103835018756 0.129873244200856 0.0754605866538595 0.223538106213164
0.0746721427175218 0.114353471348608 0.0802848651747721 0.270862319671246
0.0862804625709911 0.126368228144897 0.0756110626993778 0.269825844389161
0.0800177158696709 0.118213632516735 0.0752818893767899 0.275160994353985
0.0741687010777748 0.11461993007924 0.0775783808882298 0.261843588472822
0.0708031836391931 0.106559508661222 0.0878642043056871 0.370356682140019
0.0849078602228363 0.124837651569212 0.0794623059422164 0.343051553568544
0.0760440535733896 0.110744405720949 0.0835598255039809 0.421458395981255
0.0808349582512978 0.116190310544444 0.0769624804083352 0.326687305928884
0.0791896178801687 0.122829423696573 0.0775965167084233 0.259267418985869
0.0798318508448218 0.122833395439328 0.0791820937322948 0.273052856182352
0.0795367977495433 0.118138898454555 0.0782365112203954 0.295780474659182
0.0842639017876276 0.131043183057857 0.0824349723487236 0.251407589701201
0.0745084467193691 0.108028724874519 0.0805567622318524 0.480567190450283
0.0745729901254653 0.112854958399134 0.0800264403655037 0.310399266492662
0.0790659469930616 0.114963631878452 0.0810678726977765 0.332861778815622
0.0727695496692671 0.107556436262854 0.0821561422236329 0.390976416010236
0.0805046994754771 0.123465215312558 0.0786925396187534 0.271163370539374
0.0761982511486431 0.113905008175898 0.0786485609274062 0.293539849754168
0.0795682650069893 0.119514825433151 0.0796664681280461 0.302995442646689
0.0748997869208134 0.111093222619068 0.0733105746645836 0.300222306393975
0.0708612362162449 0.105172423914274 0.0776286572659106 0.341247069687128
0.0875344050139859 0.130129871816481 0.0805136423704262 0.293090796401172
0.073609261756481 0.10603258496582 0.0768028542357758 0.47587430957194
0.0790386280664794 0.121064408293875 0.0796683521877364 0.285201586188266
0.0666043166541845 0.106453579132586 0.0805603260597404 0.290253130693331
0.0844397601949699 0.128611058361222 0.0802139070519845 0.27115418823526
0.0742558546591286 0.111471796805969 0.0756340479307069 0.325916213535907
0.0789310376228017 0.11767424165171 0.0764927117697863 0.296879651372886
0.0797426596759591 0.1172769606624 0.0744793693651688 0.274090268312307
0.0682816413585553 0.10662470588922 0.0762749201330258 0.264129548282758
0.0745712168450172 0.11133317744728 0.0779321295979119 0.325481924803694
0.0725248816910204 0.110244693179225 0.082076548451344 0.284060685977529
0.0851245309687497 0.130784841225731 0.082719586404322 0.268636011330611
0.0783392394334942 0.118397705902549 0.0800327261950079 0.294606657179178
0.0732745265991806 0.114832284553164 0.079027928263846 0.250390848148971
0.0748295869563981 0.113610270666574 0.0836137218432252 0.319898881884305
0.0786410048628328 0.118574499704609 0.0749305824055619 0.281990644404229
0.0798411117945712 0.122659156610611 0.0769028334120282 0.255709620933221
0.0801226296607681 0.123027130806195 0.0835478891104742 0.324474408550186
0.0791761177123043 0.120075857663771 0.0837001359863895 0.331729484716024
0.0857678121486769 0.12295982069459 0.0801185468058396 0.380360611846276
0.0738330455190026 0.108001887824096 0.0796403968967755 0.416792655570274
0.0829467943651484 0.125358129647265 0.0864329043289115 0.400112682116195
0.077214096775147 0.11556325319523 0.0756107859959233 0.277455953979974
0.0784638225756365 0.1246434793853 0.0754904996646473 0.244753716596082
0.0766718682997568 0.114725194496776 0.0782381945066983 0.27426564954069
0.0862013827513804 0.133870660307571 0.07694264408323 0.21246848878321
0.0735829582756216 0.112129611559044 0.08328370998423 0.320635893405986
0.0923410157878596 0.139707895088465 0.0818206335399672 0.272131599390549
0.0779954428944633 0.115696788304818 0.0793118600372014 0.311197330617085
0.079425405918577 0.119251515260756 0.0783117023358917 0.326945834167108
0.0765787746958631 0.113616031466104 0.0796123814373908 0.336977275507681
