"MLE_beta1" "MLE_beta2" "MLE_gama1" "MLE_lambda1"
1.7750105314744 -1.94914413094115 -0.955816886563168 1.25904849918363
1.86671281605893 -2.15050441503171 -1.03434401220983 1.18781749580039
1.79275488170754 -1.90961207800104 -0.923962239561076 1.43358600787907
1.77528790815071 -1.95379317817458 -0.982946766370273 1.1775671866753
1.76158757802105 -1.89142107071522 -1.06444554156162 1.52409678433639
1.82246197386286 -2.01288592097461 -0.961420383401945 1.28353057198882
1.65020105430343 -1.89778362581167 -0.985366705872264 1.74117395173823
1.79656694577388 -1.94274341549775 -0.920129762022553 1.13277072807897
1.67026445293513 -1.79493829156853 -0.954161490245249 1.20512076060969
1.7717232339383 -1.96763773060549 -0.987004087141768 1.73220074276729
1.74452057956469 -1.9219489495349 -1.15293268220261 1.69322205811492
1.77074788224621 -1.92291310543598 -0.962255721422667 1.28527969733323
1.84865335126268 -2.03024708916596 -0.955598313199717 1.34917037440068
1.76637703554285 -1.97733818399508 -0.960838234793415 1.45860352831404
1.64816490771122 -1.80219678198843 -1.04005634248309 1.30438281447649
1.87526559824336 -2.04518437688347 -1.02390650942614 1.48914615107912
1.84748451578728 -2.11933207847583 -1.09584259573469 1.16614008226361
1.87230017053317 -2.10784623655604 -1.09015917108732 1.59667117061748
1.89975822588561 -2.15966539099504 -0.917013868915381 1.24449799157515
1.8258536969871 -1.95451940251244 -0.991042937481596 1.2530301758663
1.83828794879561 -2.10992507031479 -1.04114752789532 1.34872151049194
1.7237308427132 -1.94317297133994 -1.12526101285682 1.81759940765059
1.85633726802678 -2.14034225232484 -1.03112155160949 1.64042952103767
1.86487040278457 -1.96648801203066 -1.03973524233347 1.53183478133255
1.87612566325864 -2.0855311584252 -0.886113508264064 1.60196536294376
1.85996341962513 -2.12121809074338 -1.07228281487529 1.41920226531888
1.89208400781426 -2.09640941194966 -1.01507589308462 1.50821206859167
1.77220950486987 -1.92929412077317 -1.00217689065582 1.32380255650618
1.90637008479382 -2.11111481991832 -0.970177384217201 1.50682581290029
1.89610102288611 -2.1348154812467 -0.965994581691732 1.23652577657714
1.81664786277718 -2.05283272734491 -1.08325035360374 1.36697143471395
1.87244605877878 -2.01581980258477 -1.04884605547375 1.78366584465392
1.87674275172738 -2.13361485204238 -1.01225636567627 1.05126965033405
1.84772635903677 -2.07075733623214 -1.09966036973209 1.12327696307816
1.886810193202 -2.08905869056886 -1.10448870337187 1.52234381663365
1.85064700697684 -2.1049657870699 -1.22156291714853 1.99124331039485
1.72527694340733 -1.91851366723834 -1.00627615892423 1.30963728874898
1.97087036845323 -2.25754233700988 -0.921518060473816 1.13570745080341
1.78407297071798 -1.9984101454422 -1.02677431325486 1.25656557845995
1.83263967036773 -2.12028968647681 -0.95575206574142 1.4032819312703
1.82204253712108 -1.94275999386608 -0.967910519074945 1.22750783510607
1.89541612551914 -2.13629324818052 -0.926775921071114 1.0478403039917
1.72682568852649 -1.95514558287882 -1.06508178519647 1.6948612262361
1.75170112493626 -1.9375072519227 -1.06555217215893 1.50297424887762
1.82220295267059 -1.96195822985858 -0.976022819322862 1.65363562454108
1.80343535248703 -2.02065968858064 -1.13386418531268 1.9582923657269
1.93392886891592 -2.08343603651875 -0.926997952886171 1.1831466983343
1.85406722323305 -2.17539027548039 -0.912752444756261 0.977067199716506
1.76633846013903 -1.95483856558636 -1.00765004000403 1.27490346420779
1.79497628569531 -2.02951055205121 -1.01389079926794 1.20510284908376
1.8736594206973 -2.07301191553273 -0.9968937925297 1.52877327656061
1.81333835202273 -2.01778120987435 -0.965773156860189 1.50956408515797
1.76286696892273 -1.89484123420671 -0.960193655725603 1.03264738220098
1.81825593391444 -2.03786265398042 -1.04624066300616 1.51531311432164
1.77905173227901 -1.98350680152527 -1.07419284658399 1.66433921904073
1.74096239589466 -1.98087816589648 -0.982625726668284 1.9059987936866
1.94089950203194 -2.18505591281871 -1.05395439539442 1.43732559768683
1.82339929508133 -2.07908917358631 -0.903733734019791 1.41528906485867
1.78070166638002 -1.99068501409138 -0.933117233008837 1.37536302239488
1.79034099127399 -1.95220309769906 -0.958548079579832 1.27814814456008
1.70843034717359 -2.02277255750509 -1.09643195806112 2.06858024796222
1.71171058996494 -1.93009158556715 -1.11539344236121 1.66160246875107
1.79393154850311 -1.95201818558994 -0.989343152075014 1.18089034792943
1.83882138035802 -2.07846669205228 -0.965271452459421 1.09158501266057
